																																																																																																				
	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F				F	F	F	F	F												F	F	F				F						F	F	F	F	F										F				F				F	F	F	F	F	F	F	F	F	F	F	F	F						F						F	F	F				F	
	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F				F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F				F				F	F	F	F	F	F	F	F	F				F	F	F	F	F				F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	DL	F		F						F	F	F				F	
	F	F	F	F	F	F	F	F	F	F	F				DT				F	F	F	F	F	F	F	F	F	F	F	F	F	F	F								F				F	F	F	F	F	F	F	F	F				DB								F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F		F		DB						DT						F	
	F	F	F	F	F	F	F	F	F	F	F				F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						F	F	F		F	F	F	F	F	F	F	F	F	DL	F	F	F	F	F						F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F		F	F	F	F	F	F	F						F	
			F	F	F	F	F	F	F	F	F				F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F								F		F	F	F	F	F	F	F	F	F		F	F	F	F	F						F				F	F	F	F	F	F	F	F	F	F	F						DB		F	F	F	F	F	F	F						F	
	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						F	F	F	DL	F	F	F	F	F	F	F	F	F		F	F	F	F	F						F				F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F		F	
	F	F	F	F	F		F	F	F						F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						F	F	F		F	F	F	F	F	F	F	F	F				DT								F						F	F	F	F	F	F	F				F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F		F	
	F	F	F	F	F		F	F	F		F	F	F	DL	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						F	F	F		F	F	F	F	F	F	F	F	F				F		F	F	F	F	F	F	F						F	F	F	F	F	F	F				F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F		F	
							DT		DT		F	F	F														F	F	F	F	F	F	F	F	F						DT		F				F	F	F	F	F	F	F				F		F												F	F	F	F	F	F	F				F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F		F	
	F	F	F	F	F		F	F	F		F	F	F	F	F	F	F	F	F								F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F				F	F	F	F	F	F	F	DL	F	F	F		F												F	F	F	F	F	F	F				F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	
	F	F	F	F	F						F	F	F	F	F	F	F	F	F												F	F	F	F	F		F																						F																						DT		DT		DT		F	F	F	F	F	F	F							
	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F								F	F	F	F	F		F		F	F	F	F	F								F	F	F	F	F	F	F		F																						F		F	F	F		F	F	F	F	F	F	F							
	F	F	F	F	F		F	F	F	F	F	F	F	F	F						F	F	F								DT						F		F	F	F	F	F								F	F	F	F	F	F	F		F																						F						F	F	F		F	F	F							
	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	DR	F	F	F		F	F	F	F	F	F	F	F	F		F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F		F																						F	DR	F	F	F		F	F	F		F	F	F							
	F	F	F		F	F	F	F	F	F	F	F	F	F	F		F				F	F	F		F	F	F	F	F	F	F	F	F		F	F	F				F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F		F																						F		F	F	F		DT				DT									
	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F				F	F	F	F	F	F	F	F	F										F		F	F	F		F	F	F		F		F	F	F					
	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F				F				F								F										DB						F	F	F		F		F	F	F					
	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F				F	F	F	F	F								F										F	F	F	F	F	F	F	F	F	DL	F	DR	F	F	F					
	F	F	F	F	F	F	F	F	F	F	F	F	F				F		F	F	F	F	F		F	F	F	F	F	F	F	F	F		DT						F	F	F	F	F	F	F	F	F	F	F	F	F	F	F								F								F										F	F	F	F	F								DT							
	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F						F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F		F		F	F	F	F	F		F										F	F	F	F	F		F	F	F	F	F	F	F	F	F					
			F	F	F	F	F	F	F	F	F	F	F	F	F		F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F								F	F	F	F	F	F	F	F	F				DT		F	F	F	F	F				F	F	F	F	F		F																F	F	F	F	F	F	F	F	F					
			F	F	F	F	F	F	F	F	F	F	F	F	F		F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F				F	F	F		F	F	F	F	F	F	F	F	F		F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F				F	F	F	F	F	F	F	F	F	F	F	F	F			
			F	F	F	F	F	F	F	F	F	F	F	F	F		F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F				F	F	F		F	F	F	F	F	F	F				F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F												F				F	F	F	F	F	F	F	F	F	F	F	F	F			
			F	F	F	F	F	F	F	F	F	F	F	F	F		F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	DL	F	F	F	F	F	DL	F	F	F	F	F	F	F	F	F	F	F	F	F												F				F	F	F	F	F	F	F	F	F	F	F	F	F			
			F	F	F	F	F	F	F		F	F	F	F	F		F						F	F	F		F	F	F	F	F	F	F	F	F	F	F		F	F	F		F	F	F		DT										F	F	F	F	F	F	F	F	F																F				F	F	F	F	F	F	F	F	F	F	F	F	F			
			F	F	F	F	F	F	F		F	F	F	F	F	DL	F				F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	DL	F	F	F		F	F	F		F				F	F	F				F	F	F	F	F	F	F	F	F																F				F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	
							F	F	F		F	F	F	F	F						F	F	F	F	F								F	F	F	F	F		F	F	F		F	F	F		F				F	F	F				F	F	F	F	F	F	F	F	F																F				F	F	F	F	F	F	F	F	F				F	F	F	
							F	F	F		F	F	F	F	F				F	F	F	F	F	F	F				F	F	F		F	F	F	F	F		F	F	F		F	F	F		F				F	F	F		F	F	F	F	F	F	F	F	F	F	F																F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	
																			F	F	F	F	F	F	F				F	F	F								F	F	F						F				F	F	F		F	F	F	F	F	F	F	F	F	F	F																F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	
							F	F	F	F	F				F	F	F		F	F	F	F	F	F	F	F	F		F	F	F				F	F	F	F	F	F	F	F	F				F				F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F														F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	
							F	F	F	F	F				F	F	F										F		DT		DT				F	F	F	F	F	F	F	F	F				F						F	F	F	F	F	F	F	F	F	F	F	F	F	F	F														F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			
			F	F	F	F	F	F	F	F	F		F	F	F	F	F				F	F	F	F	F		F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F						F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						F	F	F	F	F	DL	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			
			F	F	F	F	F	F	F	F	F		F	F	F	F	F				F	F	F	F	F						F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F						F	F	F				DT		F	F	F	F	F	F	F	F	F						F	F	F	F	F						F	F	F		F	F	F	F	F							
	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F						F	F	F				F		F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F				F	F	F		F	F	F	F	F		F	DR	F	F	F	
	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						F												DB		F	F	F	F	F	F	F	F	F		F	F	F	F	F		F	F	F	F	F								F	F	F	F	F		F		F	F	F	
	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	DL	F		F	F	F	F	F	DL	F		F	F	F	DL	F	F	F	F	F	F	F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F		F		F	F	F	
	F	F	F	F	F	F	F	F	F				F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F		DT		DT		F	F	F				F	F	F	F	F		F		F	F	F		F	F	F								F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F						F		F					
	F	F	F	F	F	F	F	F	F				F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F		F		F		F	F	F		F	DR	F	F	F	F	F	F	F		F	F	F		F	F	F								F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	
	F	F	F	F	F	F	F	F	F				F	F	F	F	F	F	F	F	F	F	F						F	F	F	F	F						F		F		F				F		F	F	F	F	F										DT										F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F								F	
	F	F	F	F	F	F	F	F	F				F	F	F	F	F	F	F	F	F	F	F				F	F	F	F	F	F	F		F	F	F	F	F		F		F				F		F	F	F	F	F		F	F	F	F	F	F	F	F	F										F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F								F	
	F	F	F	F	F	F	F												DT								F								F				F		F		F				F		DT						F	F	F	F	F	F	F	F	F												F	F	F	F	F	F	F	F	F	F	F	F	F				DT								F	
	F	F	F	F	F	F	F								F	F	F	F	F		F	F	F	F	F		F		F	F	F	F	F	F	F				F		F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F								F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F				F	F	F	F	F				F	
	F	F	F	F	F	F	F								F	F	F	F	F		F	F	F	F	F		F		F										F		F								F	F	F	F	F	F	F	F	F	F	F	F	F										F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F				F	F	F	F	F				F	
	F	F	F	F	F	F	F	F	F						F	F	F	F	F		F	F	F	F	F		F		F										F		F				F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F				F	F	F	F	F	DL	F	F	F	
	DT		F	F	F	F	F	F	F										F		F	F	F	F	F		F		F										F		F				F	F	F		F	F	F	F	F	F	F	F	F										F		DB				F	F	F	F	F	F	F	F	F	F	F	F	F								DT							
	F		F	F	F	F	F	F	F	DL	F	F	F		F	F	F	F	F	DR	F	F	F	F	F		F		F										F		F				F	F	F		F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	
	F		F	F	F	F	F	F	F		F	F	F		F												F		F										F		F				DT				F	F	F	F	F	F	F	F	F	F	F		F								F	F	F	F	F						F	F	F	F	F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	
	F		F	F	F	F	F	F	F		F	F	F		F	F	F		F	F	F	F	F				F		F										F		F		F	F	F		F	DR	F	F	F	F	F	F	F	F	F	F	F		F								F	F	F	F	F						F	F	F	F	F	F	F	DL	F	F	F	F	F	F	F	F	F	F	F	F	F	
	F		F	F	F	F	F				F	F	F		F	F	F		F	F	F		F				F		DB										F		F		F	F	F		F		F	F	F	F	F	F	F	F	F	F	F		F																										F	F	F	F	F	F	F	F	F	F	F			
	F		F	F	F	F	F	F	F		F	F	F	F	F	F	F		F	F	F		F	F	F	F	F		F	F	F								F	F	F	DR	F	F	F		F		F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	DL	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			
	F								DB										F	F	F								F	F	F												F	F	F		F		F	F	F				DT																				F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			
	F		F	F	F				F	F	F	F	F	F	F	F	F		F	F	F	DL	F				F	F	F	F	F						F	F	F	F	F	F	F	F	F		F		F	F	F				F														F	F	F	F	F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F			
	F		F	F	F				F	F	F	F	F	F	F	F	F		DT				F				F	F	F								F	F	F	F	F						F								F														F						F		F	F	F	F	F						F	F	F	F	F	F	F	F	F	F	F			
	F	DR	F	F	F	DL	F	F	F	F	F	F	F	F	F	F	F		F		F	F	F				F	F	F				F	F	F	F	F	F	F	F	F						F	F	F	F	F				F										F	F	F	DL	F		F	F	F	DL	F		F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F			
	F		F	F	F		F	F	F	F	F	F	F	F	F	F	F		F		F						F	F	F				F	F	F	F	F														F				F										F	F	F				F	F	F				F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F			
	F		F	F	F		F	F	F	F	F	F	F	F	F	F	F		F		F				F	F	F	F	F	F	F	F	F	F	F	F	F	F	F												F				F										F	F	F				F	F	F				F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F			
	F										F	F	F	F	F	F	F		F		F				F	F	F	F	F	F	F	F	F	F	F	F	F	F	F												F				F												DT										F	F	F	F	F	F	F						F	F	F	F	F		F	F	F			
	F	F	F	F	F						F	F	F	F	F	F	F		F	F	F	DR	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F								F				F												F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						F	F	F	F	F		F	F	F			
					DB						F	F	F	F	F	F	F						F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F								F				DB												F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						F	F	F	F	F		F	F	F			
	F	F	F	F	F	F	F				F	F	F	F	F	F	F						F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F								F		F	F	F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						F	F	F	F	F		F	F	F			
	F	F	F	F	F	F	F										DT						F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F								F		F	F	F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F				DT										DT		DT					
	F	F	F	F	F	F	F		F	F	F						F	F	F				F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F								F		F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F				F				F	F	F	F	F	F	F		F					
	F	F	F	F	F	F	F		F	F	F						F	F	F						F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F										F		F	F	F	F	F	F	F	F	F				F	F	F	F	F	F	F	F	F	F	F	F	F	F	F				F				F		F	F	F	F	F		F					
	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	DL	F	F	F	DL	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F										F		F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F				F	DR	F	F	F	F	F		F					
	F	F	F	F	F	F	F		F	F	F	F	F	F	F				DT		F	F	F				F	F	F	F	F		F	F	F	F	F				DT										F		F	F	F	F	F	F	F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F		F												F					
	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F		F	F	F				F	F	F	F	F		F	F	F	F	F				F	F	F								F		F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F				F	F	F	F	F		F	DR	F	F	F	
	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F		DT																				F	F	F								DB				F	F	F	F	F	F	F		F	F	F	F	F	F	F						F	F	F	F	F						F				F	F	F	F	F				F	F	F	
	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F				F	F	F								F	F	F								F	F	F		F	F	F	F	F	F	F	DL	F	F	F	F	F	F	F						F	F	F	F	F	F	F	F	F		F				F	F	F	F	F	F	F	F	F	F	F	
			F	F	F				F	F	F		F	F	F	F	F	F	F	F	F	F	F		F	F	F				F	F	F								F	F	F								F	F	F		F	F	F	F	F	F	F		F	F	F	F	F												F	F	F	F	F		F				F	F	F	F	F	F	F					
			F	F	F				F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F				F	F	F						F	F	F	F	F								F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F												F	F	F	F	F		F		F	F	F	F	F	F	F	F	F	F	F			
											F	F	F	F	F	F	F	F	F						F	F	F				F	F	F						F	F	F	F	F								DT				F	F	F	F	F				F	F	F	F	F																		F		F	F	F	F	F	F	F	F	F	F	F			
							F	F	F		F	F	F	F	F	F	F	F	F	F	F				F	F	F				F	F	F	F	F	F	F	F	F	F	F	F	F								F	F	F		F	F	F	F	F				F	F	F	F	F																		F		F	F	F	F	F	F	F	F	F	F	F	F	F	
							F	F	F		F	F	F	F	F	F	F	F	F	F	F				F	F	F				F	F	F	F	F	F	F	F	F	F	F	F	F								F	F	F		F	F	F	F	F								DT																		F		F	F	F	F	F	F	F	F	F	F	F	F	F	
					F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F				F	F	F				F	F	F	F	F	F	F	F	F	F	F	F	F								F	F	F		F	F	F	F	F						F	F	F																		F		F	F	F	F	F	F	F	F	F	F	F	F	F	
					F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F				F	F	F				F	F	F	F	F	F	F	F	F		F										F	F	F		DT		F	F	F						F	F	F																		F				F	F	F	F	F	F	F	F	F	F	F	
					F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	DL	F	DR	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	DR	F	F	F		F		F	F	F						F	F	F								F	F	F	F	F	F	F	F	F		F		F	DR	F	F	F	F	F	F	F	F	F	F	F	
					F	F	F		F	F	F	F	F	F	F		F	F	F	F	F						F	F	F	F	F	F	F	F	F	F	F	F	F																F										F	F	F								F	F	F	F	F	F	F	F	F		F		F		F	F	F	F	F	F	F	F	F	F	F	
					F	F	F		F	F	F	F	F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F												F								F	DR	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F		F	F	F	F	F	F	F	F	F	F	F	F	F	
																							F	F	F	F	F	F	F	F	F		F	F	F						F	F	F												F								DB						F	F	F	F	F	F	F		F	F	F	F	F	F	F		F		F	F	F	F	F	F	F		F	F	F	F	F	
							F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F						F	F	F	F	F		F	DR	F	F	F	F	F		F	F	F	F	F	DL	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F		F	F	F	F	F	F	F		F	F	F	F	F	
							F														F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F						F	F	F	F	F				F	F	F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F												DT			
							F														F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						F	F	F	F	F				F	F	F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F				F	F	F	F	F	F	F	F	F	F	F	
							F														F		F	F	F		F	F	F	F	F		F	F	F	F	F	F	F										F	F	F	F	F				F	F	F	F	F		F	F	F	F	F				F	F	F	F	F	F	F	F	F						F				F	F	F	F	F	F	F	F	F	F	F	
							F														F		F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	F	F		F	F	F	F	F		F	F	F	F	F				F	F	F	F	F	F	F	F	F	F	F				F	F	F	F	F	F	F	F	F	F	F	F	F		F		F	F	F	F	F	F	F	F	F	F	F	F	F	
							F														F		F	F	F								F	F	F	F	F	F	F	F	F		F	F	F	F	F						F						F	F	F	F	F	F	F								F	F	F	F	F	F	F	F	F	F	F		F		F	F	F	F	F	F	F	F	F	F	F			
							F														F		F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	F	F		F	F	F	F	F	DL	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						F	F	F	F	F	F	F	F	F	F	F	F	F		F		F	F	F	F	F	F	F	F	F	F	F	F	F	
							F														F						F				F								F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						F	F	F	F	F	F	F	F	F						F		F	F	F	F	F	F	F	F	F	F	F	F	F	
							F								F	F	F	F	F	F	F		F	F	F	F	F				F	F	F	F	F				F	F	F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F	F						F	F	F	F	F	F	F	F	F	F	F	F	F		F	DR	F	F	F	F	F	F	F	F	F	F	F	F	F	
							DB								F								F				F								F						F		F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F										F	F	F	F	F		F	F	F	F	F				F	F	F	F	F				DT				DT	
							F	F	F						F		F	F	F	F	F		F				F		F	F	F	F	F		F				F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F	F	F										F	F	F	F	F	F	F	F	F	F	F				F	F	F	F	F		F	F	F	F	F		F	
							F	F	F						DB		F	F	F	F	F		F				F		F	F	F	F	F		F				F	F	F	F	F	F	F	F	F				F	F	F	F	F	F	F	F	F	F	F	F	F												F	F	F	F	F	F	F	F	F										F	F	F	F	F		F	
	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F		F				F		F	F	F	F	F		F	F	F		F	F	F	F	F	F	F	F	F				F	F	F	F	F	F	F	F	F	F	F	F	F	F	F		F	F	F	F	F	F	F		F	F	F	F	F	F	F	F	F	F	F	F	F						F	F	F	F	F		F	
	F										F	F	F	F	F	F	F	F	F				F				F						DT				F				DT		DT										F	F	F	F	F	F	F	F	F	F	F	F	F		F						F				F	F	F		F	F	F	F	F	F	F						F	F	F	F	F		F	
	F	F	F	F	F	F	F				F	F	F	F	F	F	F	F	F				F	F	F		F						F	F	F		F		F	F	F		F	F	F	F	F						F	F	F	F	F	F	F	F	F	F	F	F	F		F						F				F	F	F		F	F	F	F	F	F	F						F	F	F	F	F		F	
	F						F				F	F	F	F	F	F	F								F		F						F	F	F		F		F	F	F		F	F	F	F	F																DT				F						F										F	F	F	F	F						DT						F	
